# Generated from libretro-database's Sony - PlayStation DAT.
# Source: https://github.com/libretro/libretro-database
# License: CC-BY-SA-4.0
rvlsaxpeurb0	Max & the Magic Marker (Europe) (En,Fr,De,Es,It,Nl)
rvlsayeusab0	Boot Camp Academy (USA) (En,Fr)
rvlsaypeurb0	Boot Camp Academy (Europe) (En,Fr,De,It)
rvlsazeusab0	Amazing Spider-Man, The (USA) (En,Fr,Es)
rvlsb2eusab0	My Baby First Steps (USA) (En,Fr,Es)
rvlsb2peurb0	My Baby 2 (Europe) (En,Fr,De,Es,It,Nl)
rvlsb3eusab0	Sengoku Basara - Samurai Heroes (USA) (En,Fr,Es)
rvlsb3jjpnb0	Sengoku Basara 3 (Japan)
rvlsb3peurb0	Sengoku Basara - Samurai Heroes (Europe) (En,Fr,De,Es,It)
rvlsb4eusab0	Super Mario Galaxy 2 (USA) (En,Fr,Es)
rvlsb4jjpnb0	Super Mario Galaxy 2 (Japan)
rvlsb4kkorb0	Super Mario Wii 2 - Galaxy Adventure Together (Korea)
rvlsb4peurb0	Super Mario Galaxy 2 (Europe) (En,Fr,De,Es,It)
rvlsb4wchtb0	Super Mario Galaxy 2 (Asia)
rvlsb5eusab0	NBA 2K11 (USA) (En,Fr,Es)
rvlsb5peurb0	NBA 2K11 (Europe, Australia) (En,Fr,De,Es,It)
rvlsb6eusab0	Bakugan - Defenders of the Core (USA) (En,Fr)
rvlsb6peurb0	Bakugan - Defenders of the Core (Europe, Australia) (En,Fr,De,Es,It,Nl,Sv)
rvlsb7iitab0	Planet Basket 2009-2010 (Italy)
rvlsb8eusab0	Burger Bot (USA)
rvlsb9eusab0	Barbie - Groom and Glam Pups (USA) (En,Fr,Es)
rvlsb9eusab1	Barbie - Groom and Glam Pups (USA) (En,Fr,Es) (Rev 1)
rvlsb9peurb0	Barbie - Groom and Glam Pups (Europe, Australia) (En,Fr,De,Es,It,Nl) (SB9P)
rvlsb9xbrab0	Barbie - Groom and Glam Pups (Brazil) (En,Es,Pt)
rvlsb9yeuzb0	Barbie - Groom and Glam Pups (UK, Australia) (En,Fr,De,Es,It,Nl) (SB9Y)
rvlsbajjpnb0	Dragon Quest - Monster Battle Road Victory (Japan)
rvlsbbeusab0	Beyblade - Metal Fusion - Battle Fortress (USA) (En,Fr,Es)
rvlsbbjjpnb0	Metal Fight Beyblade - Gachinko Stadium (Japan)
rvlsbbpeurb0	Beyblade - Metal Fusion - Counter Leone (Europe) (En,Ja,Fr,De,Es,It)
rvlsbcjjpnb0	Billy's Boot Camp - Wii de Enjoy Diet! (Japan)
rvlsbdeusab0	Resident Evil - The Darkside Chronicles (USA)
rvlsbdjjpnb0	Biohazard - The Darkside Chronicles (Japan)
rvlsbdjltdb0	Biohazard - The Darkside Chronicles (Japan)
rvlsbdkkorb0	Biohazard - The Darkside Chronicles (Korea)
rvlsbdpeurb0	Resident Evil - The Darkside Chronicles (Europe) (En,Ja,Fr,De,Es,It)
rvlsbepeurb0	Bermuda Triangle (Europe) (En,Fr,De,Es,It)
rvlsbfeusab0	Backyard Football '10 (USA)
rvlsbheusab0	Remington Great American Bird Hunt (USA)
rvlsbhpeurb0	Remington Great American Bird Hunt (Europe) (En,Fr,De,Es,It)
rvlsbieusab0	Busy Scissors (USA) (En,Fr,Es)
rvlsbipeurb0	Busy Scissors (Europe) (En,Fr,De,Es,It)
rvlsbjeusab0	Ben 10 - Ultimate Alien - Cosmic Destruction (USA) (En,Fr,Es)
rvlsbjpeurb0	Ben 10 - Ultimate Alien - Cosmic Destruction (Europe) (En,Fr,De,Es,It)
rvlsbkeusab0	Brunswick Zone Cosmic Bowling (USA)
rvlsbleusab0	Boy and His Blob, A (USA)
rvlsblpukvb0	Boy and His Blob, A (UK)
rvlsbneusab0	Ben 10 - Alien Force - Vilgax Attacks (USA) (En,Fr,Es)
rvlsbnpeurb0	Ben 10 - Alien Force - Vilgax Attacks (Europe) (En,Fr,De,Es,It)
rvlsbqeusab0	Big Buck Hunter Pro (USA)
rvlsbreusab0	Repetto Paris - Let's Play Ballerina (USA) (En,Fr,Es)
rvlsbrpeurb0	Repetto Paris Ballerina (Europe) (En,Fr,De,Es,It,Nl)
rvlsbsuausb0	Remington Super Slam Hunting - North America (Australia)
rvlsbveusab0	Nickelodeon SpongeBob's Boating Bash (USA)
rvlsbvpeurb0	Nickelodeon SpongeBob SquarePants - Boating Bash (Europe) (En,De)
rvlsbvsespb0	Nickelodeon Bob Esponja - Botes de Choque (Spain) (En,Es)
rvlsbweusab0	Babysitting Mama (USA)
rvlsbwjjpnb0	Babysitter Mama (Japan)
rvlsbwpeurb0	Cooking Mama World - Babysitting Mama (Europe) (En,Fr,De,Es,It)
rvlsbxeusab0	Bachelor, The - The Videogame (USA) (En,Fr,Es)
rvlsbyeusab0	Dance on Broadway (USA) (En,Fr,Es)
rvlsbypeurb0	Dance on Broadway (Europe) (En,Fr,De,Es,It)
rvlsbzeusab0	Bermuda Triangle - Saving the Coral (USA)
rvlsc2eusab0	Conduit 2 (USA) (En,Fr,Es)
rvlsc2peurb0	Conduit 2 (Europe) (En,Fr,De,Es,It)
rvlsc4eusab0	LEGO Star Wars III - The Clone Wars (USA) (En,Fr,Es)
rvlsc4eusab1	LEGO Star Wars III - The Clone Wars (USA) (En,Fr,Es) (Rev 1)
rvlsc4peurb0	LEGO Star Wars III - The Clone Wars (Europe) (En,Fr,De,Es,It,Da)
rvlsc4peurb1	LEGO Star Wars III - The Clone Wars (Europe, Australia) (En,Fr,De,Es,It,Da) (Rev 1)
rvlsc4peurb2	LEGO Star Wars III - The Clone Wars (Europe, Australia) (En,Fr,De,Es,It,Da) (Rev 1)
rvlsc5peurb0	Challenge Me - Word Puzzles (Europe) (En,Fr,De,Es,It)
rvlsc6peurb0	Challenge Me - Brain Puzzles 2 (Europe) (En,Fr,De,Es,It) (Rev 2)
rvlsc7dnoeb0	Call of Duty - Black Ops (Germany)
rvlsc7eusab0	Call of Duty - Black Ops (USA)
rvlsc7ffrab0	Call of Duty - Black Ops (France)
rvlsc7iitab0	Call of Duty - Black Ops (Italy)
rvlsc7pukvb0	Call of Duty - Black Ops (UK)
rvlsc7sespb0	Call of Duty - Black Ops (Spain)
rvlsc7zcanb0	Call of Duty - Black Ops (Canada)
rvlsc8eusab0	Wii Play - Motion (USA) (En,Fr,Es)
rvlsc8jjpnb0	Wii Remocon Plus - Variety (Japan) (Rev 1)
rvlsc8kkorb0	Wii Remocon Plusro Jeulgineun - Variety Game Box (Korea)
rvlsc8peurb0	Wii Play - Motion (Europe) (En,Fr,De,Es,It)
rvlsc9pukvb0	Cabela's Big Game Hunter 2010 (Europe)
rvlscaeusab0	Calling (USA) (En,Fr,Es)
rvlscajjpnb0	Calling - Kuroki Chakushin (Japan)
rvlscapeurb0	Calling (Europe) (En,Fr,De,Es,It)
rvlscbeusab0	Cyberbike - Cycling Sports (USA) (En,Fr,Es)
rvlscbpeurb0	Cyberbike - Cycling Sports (Europe) (En,Fr,De,Es,It,Nl,Pt)
rvlscdeusab0	Cabela's Dangerous Hunts 2011 (USA)
rvlscdpeurb0	Cabela's Dangerous Hunts 2011 (Europe, Australia) (En,Fr,De,Es,It)
rvlsceeusab0	Chuck E. Cheese's Party Games (USA)
rvlscfpeurb0	Cocoto Festival (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da)
rvlscgeusab0	Calvin Tucker's Redneck Farm Animals Racing Tournament (USA) (En,Fr,Es)
rvlscgpeurb0	Calvin Tucker's Farm Animal Racing (Europe) (En,Fr,De,Es,It,Nl)
rvlscheusab0	Canada Hunt (USA)
rvlscieusab0	CSI - Crime Scene Investigation - Fatal Conspiracy (USA) (En,Fr,Es)
rvlscipeurb0	CSI - Crime Scene Investigation - Fatal Conspiracy (Europe, Australia) (En,Fr,De,Es,It)
rvlscjeusab0	LEGO Pirates of the Caribbean - The Video Game (USA) (En,Fr,Es)
rvlscjpeurb0	LEGO Pirates of the Caribbean - The Video Game (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da)
rvlsckeusab0	Chuck E. Cheese's Sports Games (USA)
rvlscmjjpnb0	Kamen Rider - Climax Heroes OOO (Japan)
rvlscneusab0	Scene It Twilight (USA) (En,Fr,Es)
rvlscnpeurb0	Scene It Twilight (Europe) (En,Fr,De,Es,It)
rvlscpeusab0	Centipede - Infestation (USA) (En,Fr,Es)
rvlscqdgerb0	Schlag den Raab - Das 2. Spiel (Germany)
rvlscreusab0	Chicken Riot (USA) (En,Fr,Es) (Rev 1)
rvlscrpeurb0	Chicken Riot (Europe) (En,Fr,De,Es,It) (Rev 1)
rvlscseusab0	Cruise Ship Vacation Games (USA)
rvlscspeurb0	Cruise Ship Resort (Europe) (En,Fr)
rvlsctpeurb0	Cocoto Surprise (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da)
rvlscupeurb0	Crazy Chicken - Carnival (Europe) (En,Fr,De,Es,It)
rvlscweusab0	Gold's Gym - Dance Workout (USA) (En,Fr,Es)
rvlscwpeurb0	My Fitness Coach - Dance Workout (Europe, Australia) (En,Fr,De,Es,It)
rvlscxeusab0	Chevrolet Camaro - Wild Ride (USA) (En,Fr,Es)
rvlscxpeurb0	Chevrolet Camaro - Wild Ride (Europe) (En,Fr,De,Es,It,Nl)
rvlscyeusab0	Disney-Pixar Cars 2 (USA) (En,Fr,Es)
rvlscypeurb0	Disney-Pixar Cars 2 (Europe, Australia) (En,Fr,Es,It,Nl)
rvlscyrrusb0	Disney-Pixar Cars 2 (Russia)
rvlscyxscnb0	Disney-Pixar Cars 2 (Scandinavia) (En,Sv,No,Da,Fi)
rvlscyyturb0	Disney-Pixar Arabalar 2 (Turkey)
rvlscyzeuzb0	Disney-Pixar Cars 2 (Europe) (Fr,De,It)
rvlsczeusab0	Crazy Machines (USA)
rvlsczpeurb0	Crazy Machines (Europe) (En,Fr,De,Es,It)
rvlsd2eusab0	Just Dance 2 (USA) (En,Fr,Es)
rvlsd2jjpnb0	Just Dance Wii (Japan) (Rev 1)
rvlsd2kkorb0	Just Dance 2 (Korea)
rvlsd2peurb0	Just Dance 2 (Europe, Australia) (En,Fr,De,Es,It)
rvlsd2yusab0	Just Dance 2 (USA) (En,Fr,Es) (Best Buy Edition)
rvlsd3dnoeb0	Gesundheitscoach, Der (Germany)
rvlsd5peurb0	Lernerfolg Grundschule Deutsch (Germany) (De,Tr)
rvlsd6peurb0	Lernerfolg Grundschule Englisch (Germany) (Fr,De,Es,It,Tr)
rvlsd7peurb0	Lernerfolg Grundschule Mathematik (Germany) (En,Fr,De,Es,It,Tr)
rvlsd8dgerb0	Mein neues Leben - Abenteuer auf Tropicana (Germany)
rvlsd9jjpnb0	SD Gundam - Gashapon Wars (Japan)
rvlsdaeusab0	Daring Game for Girls, The (USA)
rvlsdbeusab0	De Blob 2 (USA) (En,Fr)
rvlsdbpeurb0	De Blob 2 (Europe) (En,Fr,De,Es,It,Nl)
rvlsddpeuub0	Ultimate Battle of the Sexes, The (Europe) (En,De)
rvlsdeeusab0	Dance Sensation! (USA)
rvlsdepeurb0	Dance Sensation! (Europe) (En,Fr,De,Es,It)
rvlsdfeusab0	Disney Sing It - Family Hits (USA) (En,Fr,Es)
rvlsdfpeurb0	Disney Sing It - Family Hits (Europe) (En,Fr,De,Es,It,Nl)
rvlsdgeusab0	Disney Channel - All Star Party (USA) (En,Fr,Es)
rvlsdgpeurb0	Disney Channel - All Star Party (Europe) (En,Fr,De,Es,It,Nl)
rvlsdieusab0	Disney Sing It - Party Hits (USA) (En,Fr,Es)
rvlsdipeurb0	Disney Sing It - Party Hits (Europe) (En,Fr,De,Es,It,Nl)
rvlsdjjjpnb0	SD Gundam - GGeneration World (Japan)
rvlsdleusab0	Dood's Big Adventure (USA) (En,Fr)
rvlsdlpeurb1	Dood's Big Adventure (Europe) (En,Fr,De,Es,It,Nl)
rvlsdmeusab0	Despicable Me - The Game (USA) (En,Fr,Es)
rvlsdmpeurb0	Despicable Me - The Game (Europe, Australia) (En,Fr,De,Es,It,Sv,No,Da,Fi)
rvlsdneusab0	Just Dance (USA) (En,Fr,Es)
rvlsdnpeurb0	Just Dance (Europe) (En,Fr,De,Es,It)
rvlsdopukvb0	Doctor Who - Return to Earth (UK)
rvlsdpeusab0	Nickelodeon Dora's Big Birthday Adventure (USA)
rvlsdppeurb0	Nickelodeon Dora's Big Birthday Adventure (Europe) (En,Fr,Nl)
rvlsdqjjpnb0	Dragon Quest X - Inishie no Ryuu no Denshou Online (Japan)
rvlsdreusab0	Maximum Racing - Drag & Stock Racer (USA) (En,Fr,Es)
rvlsdrpeurb0	Drag & Stock Racer (Europe) (En,Fr,De,Es,It)
rvlsdspeurb0	We Dance (Europe) (En,Fr,De,Es,It)
rvlsdtpeurb0	PDC World Championship Darts - Pro Tour (Europe) (En,Fr,De,Es,It,Nl)
rvlsdueusab0	Smurfs, The - Dance Party (USA)
rvlsdupeurb0	Smurfs, The - Dance Party (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da)
rvlsduxusab0	Smurfs, The - Dance Party (USA) (Toys R Us)
rvlsdveusab0	Driver - San Francisco (USA) (En,Fr,Es)
rvlsdvpeurb0	Driver - San Francisco (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da)
rvlsdweusab1	Lost in Shadow (USA) (En,Fr,Es) (Rev 1)
rvlsdwjjpnb0	Kage no Tou (Japan)
rvlsdwpeurb0	Shadow's Tale, A (Europe) (En,Fr,De,Es,It)
rvlsdxeusab0	Disney Universe (USA) (En,Fr,Es)
rvlsdxpeurb0	Disney Universe (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da)
rvlsdyeusab0	Dance Dance Revolution (USA) (En,Fr,Es)
rvlsdypeurb0	Dance Dance Revolution - Hottest Party 4 (Europe) (En,Fr,De,Es,It)
rvlsdzeusab0	Just Dance Kids (USA) (En,Fr,Es)
rvlsdzpeurb0	Dance Juniors (Europe) (En,Fr,De,Es,It) (Rev 1)
rvlse2eusab0	EA Sports Active 2 - Personal Trainer (USA) (En,Fr,Es)
rvlse2peurb0	EA Sports Active 2 - Personal Trainer (Europe) (En,Fr,De,Es,It,Nl)
rvlse3eusab0	Just Dance 2015 (USA) (En,Fr,Es)
rvlse3peurb0	Just Dance 2015 (Europe, Australia) (En,Fr,De,Es,It,Nl)
rvlse8eusab0	Just Dance 2018 (USA) (En,Fr,Es)
rvlse8peurb0	Just Dance 2018 (Europe) (En,Fr,De,Es,It,Nl)
rvlseaeusab0	EA Sports Active - More Workouts (USA) (En,Fr)
rvlseajjpnb0	EA Sports Active - Personal Trainer Wii - 6-shuukan Shuuchuu Hikishime Program (Japan)
rvlseapeurb0	EA Sports Active - More Workouts (Europe, Australia) (En,Fr,De,Es,It,Nl)
rvlseceusab0	Create (USA) (En,Es)
rvlsecpeurb0	Create (Europe) (En,Fr,De,Es,It,Nl)
rvlsegeusab0	Yoga (USA) (En,Fr,Es)
rvlsegpeurb0	Yoga (Europe) (En,Fr,De,Es,It)
rvlsekjjpnb0	Ikenie no Yoru (Japan)
rvlseleusab0	FIFA Soccer 11 (USA) (En,Fr,Es)
rvlselpeurb0	FIFA 11 (Europe) (En,Fr,Nl)
rvlselxeuub0	FIFA 11 (Europe) (De,Es,It)
rvlsemeusab0	Disney Epic Mickey (USA) (En,Fr,Es)
rvlsemjjpnb0	Disney Epic Mickey - Mickey Mouse to Mahou no Fude (Japan)
rvlsempeurb0	Disney Epic Mickey (Europe) (En,Fr,Nl)
rvlsemxeuub0	Disney Epic Mickey (Europe) (De,Es,It) (Rev 1)
rvlsemyeutb0	Disney Epic Mickey (Scandinavia) (En,Sv,Da)
rvlsemzscnb0	Disney Epic Mickey (Scandinavia) (Sv,No,Da)
rvlsenpeurb0	Enclave - Shadows of Twilight (Europe) (En,Fr,De,Es,It)
rvlsepeusab0	Black Eyed Peas Experience, The (USA) (En,Fr,Es)
rvlseppeurb0	Black Eyed Peas Experience, The (Europe) (En,Fr,De,Es,It)
rvlsepxeurb0	Black Eyed Peas Experience, The (Europe, Australia) (En,Fr,De,Es,It) (Special Edition)
rvlsepzusab0	Black Eyed Peas Experience, The (USA) (En,Fr,Es) (Limited Edition)
rvlsereusab0	Disney Epic Mickey 2 - The Power of Two (USA) (En,Fr,Es,Pt)
rvlserfeuzb0	Disney Epic Mickey 2 - The Power of Two (Europe) (Fr,De,It)
rvlserjjpnb0	Disney Epic Mickey 2 - Futatsu no Chikara (Japan)
rvlserkkorb0	Disney Epic Mickey 2 - The Power of Two (Korea)
rvlserpeurb0	Disney Epic Mickey 2 - The Power of Two (Europe) (En,Fr,Es,Nl,Pt,Tr)
rvlservscnb0	Disney Epic Mickey 2 - The Power of Two (Scandinavia) (Sv,No,Da)
rvlseseusab0	Sesame Street - Ready, Set, Grover! with Elmo - The Videogame (USA) (En,Es)
rvlsespeurb0	Barrio Sesamo - Preparados Listos Coco! El Videojuego (Europe) (Es,Nl)
rvlsesuausb0	Sesame Street - Ready, Set, Grover! The Videogame (Australia)
rvlseupeurb0	Retro City Rampage DX (Europe) (En,Fr,De,Es,It)
rvlsevpeurb0	Shakedown - Hawaii (Europe)
rvlsezjjpnb0	Inazuma Eleven Strikers 2012 Xtreme (Japan)
rvlsf2peurb0	Star Wars - The Force Unleashed II (Europe) (En,Fr,De,Es,It)
rvlsf4eusab0	FlatOut (USA) (En,Fr,Es)
rvlsf4peurb0	FlatOut (Europe) (En,Fr,Es)
rvlsf5eusab0	Fit in Six (USA) (En,Fr,Es)
rvlsf5jjpnb0	Fit in Six - Karada o Kitaeru 6-tsu no Youso (Japan)
rvlsf5peurb0	My Fitness Coach - Club (Europe) (En,Fr,De,Es,It)
rvlsf7eusab0	Family Feud - 2012 Edition (USA)
rvlsf8eusab1	Donkey Kong Country Returns (USA) (En,Fr,Es)
rvlsf8jjpnb0	Donkey Kong Returns (Japan)
rvlsf8peurb0	Donkey Kong Country Returns (Europe) (En,Fr,De,Es,It)
rvlsfaeusab0	Family Feud - Decades (USA)
rvlsfajjpnb0	Hagane no Renkinjutsushi - Fullmetal Alchemist - Tasogare no Shoujo (Japan)
rvlsfbeusab0	Backyard Sports - Rookie Rush (USA)
rvlsfdeusab0	Active Life - Magical Carnival (USA) (En,Fr,Es)
rvlsfdjjpnb0	Issho ni Asobu! Dream Theme Park (Japan)
rvlsfdpeurb0	Family Trainer - Magical Carnival (Europe) (En,Fr,De,Es,It)
rvlsfepeurb0	Fit Music (Europe) (En,Fr,De,Es,It)
rvlsfgeusab0	Family Game Night 4 - The Game Show (USA)
rvlsfgpukvb0	Family Game Night 4 - The Game Show (Europe)
rvlsfheusab0	Outdoor Action Double Pack (USA)
rvlsfieusab0	Mystery Case Files - The Malgrave Incident (USA)
rvlsfipeurb0	Mystery Case Files - The Malgrave Incident (Europe, Australia) (En,Fr,De,Es,It,Nl)
rvlsfkeusab0	Family Party - Fitness Fun (USA) (En,Fr,Es)
rvlsfkpeurb0	Family Party - Fitness Fun (Europe) (En,Fr,De,Es,It)
rvlsfldnoeb0	Fluch der Osterinsel, Der (Germany)
rvlsfoeusab0	Food Network - Cook or Be Cooked! (USA)
rvlsfppeurb0	Fantastic Football Fan Party (Europe) (En,Fr,De,Es,It)
rvlsfqeusab0	Captain America - Super Soldier (USA) (En,Fr,Es)
rvlsfqpeurb0	Captain America - Super Soldier (Europe) (En,Fr,De,Es,It)
rvlsfrdnoeb0	Fit for Fun (Germany)
rvlsfrpukvb0	Fit & Fun - Your Virtual Personal Coach (Europe)
rvlsfspeurb0	All Round Hunter (Europe) (En,Fr,De,Es,It)
rvlsfteusab0	Wheel of Fortune (USA)
rvlsftpukvb0	Wheel of Fortune (Europe)
rvlsfueusab0	Star Wars - The Force Unleashed II (USA) (En,Fr,Es)
rvlsfveusab0	Fishing Resort (USA)
rvlsfweusab0	2010 FIFA World Cup South Africa (USA) (En,Es)
rvlsfwjjpnb0	2010 FIFA World Cup - Minami Africa Taikai (Japan)
rvlsfwkkorb0	2010 FIFA World Cup South Africa (Korea)
rvlsfwpeurb0	2010 FIFA World Cup South Africa (Europe) (En,Nl)
rvlsfwxeuub0	2010 FIFA World Cup South Africa (Europe) (Fr,De)
rvlsfwyeutb0	2010 FIFA World Cup South Africa (Europe) (Es,It)
rvlsfwzcanb0	2010 FIFA World Cup South Africa (Canada) (En,Fr)
rvlsfxpeurb0	X Factor, The (Europe) (En,Fr,De,It,Nl)
rvlsfxxeuzb0	X Factor (France) (En,Fr,De,It,Nl)
rvlsfyeusab0	Family Party - 90 Great Games Party Pack (USA) (En,Fr,Es)
rvlsfypeurb0	Family Party - 90 Great Games Party Pack (Europe) (En,Fr,De,Es,It)
rvlsfzeusab0	Pheasants Forever - Wingshooter (USA)
rvlsfzpukvb0	Pheasants Forever (Europe)
rvlsg2eusab0	Crazy Mini Golf 2 (USA)
rvlsg2pukvb0	Kidz Sports Crazy Mini Golf 2 (UK)
rvlsg2xeurb0	Kidz Sports Crazy Mini Golf 2 (Europe) (En,Fr,De,Es,It,Nl)
rvlsg2ycanb0	Crazy Mini Golf 2 (Canada) (En,Fr,Es)
rvlsg3dnoeb0	Germany's Next Topmodel 2010 (Germany)
rvlsg5pukvb0	Family Quiz (Europe)
rvlsg6dnoeb0	Galileo Family Quiz (Germany)
rvlsg7eusab0	Garfield Show, The - Threat of the Space Lasagna (USA)
rvlsg7peurb0	Garfield Show, The - Threat of the Space Lasagna (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da)
rvlsg8eusab0	Yogi Bear (USA) (En,Fr,Es)
rvlsg8peurb0	Yogi Bear - The Video Game (Europe) (En,Fr,De,Es,It)
rvlsg9eusab0	Gremlins - Gizmo (USA) (En,Fr,Es)
rvlsgaeusab0	Tournament of Legends (USA)
rvlsgapeurb0	Tournament of Legends (Europe) (En,Fr,De,Es,It)
rvlsgbeusab0	Greg Hastings Paintball 2 (USA)
rvlsgbpukvb0	Greg Hastings Paintball 2 (Europe)
rvlsgceusab0	Glacier 2 (USA) (En,Fr,Es)
rvlsgdeusab0	Let's Play Garden (USA) (En,Fr,Es)
rvlsgdpeurb0	Play Gardens (Europe) (En,Fr,De,Es,It)
rvlsgeeusab0	Nat Geo Challenge! Wild Life (USA) (En,Fr,Es)
rvlsgepeurb0	Nat Geo Quiz! Wild Life (Europe) (En,Fr,De,Es,It)
rvlsgheusab0	Tom Clancy's Ghost Recon (USA) (En,Fr,Es)
rvlsghpeurb0	Tom Clancy's Ghost Recon (Europe) (En,Fr,De,Es,It)
rvlsgieusab0	GTI Club Supermini Festa! (USA) (En,Fr)
rvlsgijjpnb0	GTI Club - World City Race (Japan)
rvlsgipeurb0	GTI Club Supermini Festa! (Europe) (En,Fr,De,Es,It,Nl)
rvlsgjdnoeb0	Galileo Mystery - Die Krone des Midas (Germany)
rvlsgjpeurb0	Crown of Midas, The (Europe) (En,Fr,Es,It)
rvlsgkeusab0	Champion Jockey - G1 Jockey & Gallop Racer (USA)
rvlsgkjjpnb0	Champion Jockey - Gallop Racer & GI Jockey (Japan)
rvlsgkpukvb0	Champion Jockey - G1 Jockey & Gallop Racer (Europe)
rvlsgleusab0	Gormiti - The Lords of Nature! (USA) (En,Fr,Es)
rvlsglpeurb0	Gormiti - The Lords of Nature! (Europe) (En,Fr,De,Es,It)
rvlsgneusab0	Hasbro Family Game Night Value Pack (USA)
rvlsgodnoeb0	Mini Golf Resort (Germany)
rvlsgoeusab0	Mini Golf Resort (USA)
rvlsgopeurb0	Mini Golf Resort (Europe) (En,Fr,De,Nl)
rvlsgpeusab0	Maximum Racing - GP Classic Racing (USA) (En,Fr,Es)
rvlsgppeurb0	GP Classic Racing (Europe) (En,Fr,De,Es,It)
rvlsgqdnoeb0	Germany's Next Topmodel 2011 (Germany)
rvlsgreusab0	Grease - The Official Video Game (USA) (En,Fr,Es) (Rev 1)
rvlsgrpeurb0	Grease - The Official Video Game (Europe) (En,Fr,De,Es,It)
rvlsgseusab0	Family GameShow (USA)
rvlsgspeurb1	Family GameShow (Europe, Australia) (En,Fr,De,Es,It)
rvlsgteusab0	My Personal Golf Trainer with IMG Academies and David Leadbetter (USA)
rvlsgtpukvb0	My Personal Golf Trainer with IMG Academies and David Leadbetter (Europe)
rvlsgueusab0	Disney Guilty Party - Mystery Fun for Everyone! (USA)
rvlsgveusab0	Go Vacation (USA) (En,Fr,Es)
rvlsgvjjpnb0	Go Vacation (Japan)
rvlsgvpeurb0	Go Vacation (Europe) (En,Fr,De,Es,It)
rvlsgwdnoeb0	Bibi Blocksberg - Das grosse Hexenbesen-Rennen! (Germany) (Rev 1)
rvlsgxeusab0	Battle of Giants - Dinosaurs Strike (USA) (En,Fr,Es)
rvlsgxpeurb0	Combat of Giants - Dinosaurs Strike (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da)
rvlsgyeusab0	Gummy Bears - MiniGolf (USA) (En,Fr,Es)
rvlsgypeurb0	Gummy Bears - MiniGolf (Europe, Australia) (En,Fr,De,Es,It,Nl)
rvlsh2jjpnb0	Hula Wii - Tanoshiku Hula o Odorou!! (Japan)
rvlsh3eusab0	NHL 2K11 (USA) (En,Fr)
rvlsh3peurb0	NHL 2K11 (Europe) (En,Fr,De)
rvlsh4eusab0	Heavy Fire - Afghanistan (USA)
rvlsh4peurb0	Heavy Fire - Afghanistan (Europe) (En,Fr,De,Es,It)
rvlsh5eusab0	Harry Potter and the Deathly Hallows - Part 2 (USA) (En,Fr,Es)
rvlsh5peurb0	Harry Potter and the Deathly Hallows - Part 2 (Europe) (En,Fr,De,Es,It)
rvlsh6eusab0	Cabela's Big Game Hunter 2012 (USA)
rvlsh6peurb0	Cabela's Big Game Hunter 2012 (Europe) (En,Fr,De,Es,It)
rvlsh7eusab0	Honda ATV Fever (USA) (En,Fr,Es)
rvlsh7peurb0	ATV Fever (Europe) (En,Fr,De,Es,It,Nl) (Rev 1)
rvlsh8eusab0	Cabela's Adventure Camp (USA) (En,Fr)
rvlsh8peurb0	Cabela's Adventure Camp (Europe) (En,Fr,De,Es,It,Nl)
rvlsh9eusab0	Heathcliff! The Fast and the Furriest (USA) (En,Fr,Es)
rvlsh9peurb0	Heathcliff! The Fast and the Furriest (Europe) (En,Fr,De,Es,It)
rvlshbeusab0	Hasbro Family Game Night 3 (USA) (En,Fr,Es)
rvlshbpeurb0	Hasbro Family Game Night Vol 3 (Europe) (En,Fr,De,Es,It,Nl)
rvlshdeusab0	DreamWorks How to Train Your Dragon (USA) (En,Fr)
rvlshdpeurb0	DreamWorks How to Train Your Dragon (Europe) (En,Fr,De,Es,It)
rvlshednoeb0	Bauernhof, Der (Germany)
rvlshfeusab0	Basketball Hall of Fame - Ultimate Hoops Challenge (USA) (En,Fr,Es)
rvlshgdnoeb0	Holiday Games (Germany)
rvlshheusab0	Harry Potter and the Deathly Hallows - Part 1 (USA) (En,Fr,Es)
rvlshhpeurb0	Harry Potter and the Deathly Hallows - Part 1 (Europe) (En,Fr,De,Es,It)
rvlshijjpnb0	Shape Boxing 2 - Wii de Enjoy Diet! (Japan)
rvlshkeusab0	Hello Kitty Seasons (USA) (En,Fr,Es)
rvlshkpeurb0	Hello Kitty Seasons (Europe) (En,Fr,De,Es,It)
rvlshlpeurb0	Silent Hill - Shattered Memories (Europe) (En,Fr,De,Es,It)
rvlshmpeurb0	Horrid Henry - Missions of Mischief (Europe) (En,Fr,De,Es,It)
rvlshneusab0	Shaun White Skateboarding (USA) (En,Fr,Es)
rvlshnpeurb0	Shaun White Skateboarding (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da)
rvlshoxeurb0	Hugo - Magic in the Trollwoods (Europe) (En,De,Es,Pt)
