# Generated from libretro-database's Sony - PlayStation DAT.
# Source: https://github.com/libretro/libretro-database
# License: CC-BY-SA-4.0
t11504550	Battlecorps (Europe) (En,Fr,De,Es)
t115075	BC Racers (USA)
t11507550	BC Racers (Europe) (En,Fr,De)
t118025	Compton's Interactive Encyclopedia (USA) (Version 2.01R)
t121015	Dragon's Lair (USA)
t121025	Space Ace (USA)
t124015	Iron Helix (USA)
t125045	Earthworm Jim - Special Edition (USA)
t12504550	Earthworm Jim - Special Edition (Europe)
t127015	Lunar - The Silver Star (USA)
t127025	Vay (USA)
t127035	Popful Mail (USA)
t127045	Lunar - Eternal Blue (USA)
t130025	Pitfall - The Mayan Adventure (USA)
t13002550	Pitfall - The Mayan Adventure (Europe)
t130035	Radical Rex (USA)
t13015	Panic! (USA)
t135015	NFL Football Trivia Challenge (USA)
t14014	Starblade (Japan)
t14025	Starblade (USA)
t141014	Kamen Rider ZO (Japan)
t143015	Space Adventure, The - Cobra - The Legendary Bandit (USA)
t14301550	Space Adventure, The - Cobra - The Legendary Bandit (Europe)
t14302550	Dungeon Explorer (Europe)
t14303550	Lords of Thunder (Europe)
t145014	Bakuden - The Unbalanced Zone (Japan)
t15101550	Smurfs, The (Europe) (En,Fr,De,Es,It)
t153015	Loadstar - The Legend of Tully Bodine (USA, Brazil)
t153035	Cadillacs and Dinosaurs - The Second Cataclysm (USA, Brazil)
t15801550	San Diego Zoo Presents... The Animals!, The (Europe)
t15802550	Software Toolworks' Star Wars Chess, The (Europe)
t160015	Lawnmower Man, The (USA)
t16201550	Kids on Site (Europe) (RE-1)
t16201f	Corpse Killer (USA) (Sega CD 32X)
t16201f50	Corpse Killer (Europe) (Mega-CD 32X)
t16202f	Night Trap (USA) (Disc 1) (Sega CD 32X) (RE-1)
t16202f0	Night Trap (USA) (Disc 1) (Sega CD 32X) (RE-1)
t16202f1	Night Trap (USA) (Disc 2) (Sega CD 32X) (RE-1)
t16202f50	Night Trap (Europe) (Disc 1) (Mega-CD 32X)
t16202f500	Night Trap (Europe) (Disc 1) (Mega-CD 32X)
t16202f501	Night Trap (Europe) (Disc 2) (Mega-CD 32X)
t1620350	Slam City with Scottie Pippen (USA) (Disc 1) (Fingers)
t1620351	Slam City with Scottie Pippen (USA, Brazil) (Disc 2) (Juice) (RE-1)
t1620352	Slam City with Scottie Pippen (USA) (Disc 3) (Mad Dog)
t1620353	Slam City with Scottie Pippen (USA, Brazil) (Disc 4) (Smash)
t16203550	Slam City with Scottie Pippen (Europe) (Disc 1) (Fingers)
t162035500	Slam City with Scottie Pippen (Europe) (Disc 1) (Fingers)
t162035501	Slam City with Scottie Pippen (Europe) (Disc 2) (Juice)
t162035502	Slam City with Scottie Pippen (Europe) (Disc 3) (Mad Dog)
t162035503	Slam City with Scottie Pippen (Europe) (Disc 4) (Smash)
t16203f	Supreme Warrior (USA) (Disc 1) (Fire & Earth) (Sega CD 32X)
t16203f0	Supreme Warrior (USA) (Disc 1) (Fire & Earth) (Sega CD 32X)
t16203f1	Supreme Warrior (USA) (Disc 2) (Wind & Fang Tu) (Sega CD 32X)
t16203f50	Supreme Warrior (Europe) (Disc 1) (Mega-CD 32X)
t16203f500	Supreme Warrior (Europe) (Disc 1) (Mega-CD 32X)
t16203f501	Supreme Warrior (Europe) (Disc 2) (Mega-CD 32X)
t1620450	Supreme Warrior (USA) (Disc 1) (Fire & Earth) (Alt)
t1620451	Supreme Warrior (USA) (Disc 2) (Wind & Fang Tu)
t16204550	Supreme Warrior (Europe) (Disc 1)
t162045500	Supreme Warrior (Europe) (Disc 1)
t162045501	Supreme Warrior (Europe) (Disc 2)
t16204f0	Slam City with Scottie Pippen (USA) (Disc 1) (Fingers) (Sega CD 32X)
t16204f1	Slam City with Scottie Pippen (USA) (Disc 2) (Juice) (Sega CD 32X)
t16204f2	Slam City with Scottie Pippen (USA) (Disc 3) (Mad Dog) (Sega CD 32X)
t16204f3	Slam City with Scottie Pippen (USA) (Disc 4) (Smash) (Sega CD 32X)
t16204f50	Slam City with Scottie Pippen (Europe) (Disc 1) (Fingers) (Mega-CD 32X)
t16204f500	Slam City with Scottie Pippen (Europe) (Disc 1) (Fingers) (Mega-CD 32X)
t16204f501	Slam City with Scottie Pippen (Europe) (Disc 2) (Juice) (Mega-CD 32X)
t16204f502	Slam City with Scottie Pippen (Europe) (Disc 3) (Mad Dog) (Mega-CD 32X)
t16204f503	Slam City with Scottie Pippen (Europe) (Disc 4) (Smash) (Mega-CD 32X)
t16205550	Corpse Killer (Europe)
t22014	Heavy Nova (Japan)
t22024	Black Hole Assault (Japan)
t22025	Third World War (USA)
t22034	IIIrd World War, The (Japan)
t22035	Revengers of Vengeance (USA)
t22044	Battle Fantasy (Japan) (Rev A)
t23015	Mansion of Hidden Souls (USA)
t23055	Flink (USA) (En,Fr,De,Es,Nl)
t24034	Sengoku Denshou (Japan)
t25014	Ranma 1-2 - Byakuranaika (Japan)
t28014	Detonator Orgun (Japan)
t32014	Earnest Evans (Japan)
t32024	Sol-Feace (Japan)
t32034	Seirei Shinseiki - Fhey Area (Japan)
t32044	Aisle Lord (Japan)
t32064	Thunder Storm FX (Japan)
t32074	Devastator (Japan)
t32084	Tenbu Mega CD Special (Japan)
t32094	Arcus I, II, III (Japan)
t32104	Annett Futatabi (Japan)
t32114	Time Gal (Japan)
t32124	Road Blaster FX (Japan)
t36014	Captain Tsubasa (Japan)
t4201	Joe Montana's NFL Football (USA)
t43024	Bari-Arm (Japan)
t44014	Vay - Ryuusei no Yoroi (Japan)
t44024	Quiz Tonosama no Yabou (Japan)
t44044	Shin Megami Tensei (Japan)
t4501	Sherlock Holmes - Consulting Detective (USA)
t45014	Lunar - The Silver Star (Japan)
t45024	Tenkafubu - Eiyuutachi no Houkou (Japan)
t45034	Yumimi Mix (Japan)
t45044	Gyuwambler Jiko Chuushinha 2 - Gekitou! Tokyo Mahjongland-hen (Japan)
t45054	Silpheed (Japan)
t45064	Urusei Yatsura - Dear My Friends (Japan)
t45074	Lunar - Eternal Blue (Japan)
t48015	Robo Aleste (USA)
t49014	Cosmic Fantasy Stories (Japan)
t49024	Mahou no Shoujo - Silky Lip (Japan)
t49034	Death Bringer (Japan)
t49035	Revenge of the Ninja (USA)
t49054	Cyborg 009 (Japan)
t49064	A-Rank Thunder - Tanjou-hen (Japan)
